Artist,Name,Date,ID,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration
Mitski,Strawberry Blond,2021-01-08,3eGsNpXzcb1BDkfSJI54NY,0.553,0.545,0,-8.299,0.0867,0.839,0,0.061,0.943,77.332,114277
Mitski,Me and My Husband,2021-01-08,5ErtQGRKEibK2WHaA729O8,0.497,0.639,1,-5.31,0.0273,0.0478,0,0.39,0.766,171.95,137142
Gregory and the Hawk,Oats We Sow,2021-01-08,3KypGLbVcw38bSV9Ehvgl5,0.546,0.631,10,-7.387,0.0302,0.685,0.00138,0.0879,0.656,80.981,178080
Gregory and the Hawk,Boats & Birds,2021-01-08,3VVyLteHZ5xmQrdlltkT89,0.71,0.188,10,-18.477,0.0369,0.899,0.366,0.128,0.557,77.994,174027
AlicebanD,Wolf,2021-01-08,6q8KCP6MWf0ibW2TctBWJY,0.454,0.726,7,-8.144,0.16,0.517,0,0.22,0.761,172.43,193280
Dirt Poor Robins,Eleanor Rigby,2021-01-08,6JoDenZPJ1ON1JvnKhPC7D,0.429,0.875,11,-4.702,0.0696,0.0341,0.000118,0.157,0.44,168.112,262720
The Amazing Devil,Farewell Wanderlust,2021-01-08,7zaqxj3IrAJn9giuUIrAVx,0.451,0.428,2,-9.581,0.126,0.6,9.37e-06,0.0775,0.268,104.425,328830
AlicebanD,Fight for Me,2021-01-08,1ehzWR9ScnFF1PsCPiCubN,0.587,0.487,7,-7.001,0.0588,0.534,0,0.104,0.545,125.27,191472
AlicebanD,Dream of Better Things,2021-01-08,5VSK5fDzuEMj0LFWDwdR10,0.518,0.44,2,-7.237,0.0409,0.261,0.000311,0.107,0.155,78.398,139923
The Orion Experience,Obsessed With You,2021-01-06,7p3acA0XUBTmECFSQmtlku,0.785,0.722,5,-6.096,0.045,0.0149,0,0.315,0.961,117.963,206655
The Hush Sound,Wine Red,2021-01-06,7puGwAJbm1hhbSkKVrvrdT,0.685,0.856,0,-4.407,0.027,0.133,0,0.221,0.719,105.518,154173
The Hush Sound,Sweet Tangerine,2021-01-06,0tRjbG6wmqCqTgXSh30jCP,0.546,0.851,0,-5.402,0.0367,0.169,0,0.334,0.751,144.007,183227
S. J. Tucker,Ravens in the Library,2021-01-06,2awe5UqMSMmO9bCY3NSue1,0.501,0.408,2,-9.487,0.0385,0.529,0,0.104,0.531,103.734,262907
Dirt Poor Robins,Welcome to Lady Hell,2021-01-06,06OTh3RF2IIBukgVHkrNDv,0.42,0.706,9,-4.062,0.043,0.111,0,0.044,0.815,94.014,228235
